GENE;L-O-1;L-O-2;L-O-3;D-O-1;D-O-2;D-O-3;D-A-4;D-A-5;D-A-2
cds2798;267;62;512;373;59;75;439;856;278
cds2799-putative-addiction-module-antidote-protein;531;77;915;585;142;106;779;1315;489
cds279-amidohydrolase;2072;634;3503;2146;596;559;2455;5834;1892
cds2800-AbrB/MazE/SpoVT-family-DNA-binding-domain-containing-protein;401;64;598;522;173;187;712;2487;556
cds2801-endoribonuclease-MazF;908;128;1191;540;141;121;767;1199;380
cds2802-MBL-fold-metallo-hydrolase;2670;459;2409;1130;240;234;1230;2279;472
cds2803-PhoH-family-protein;1316;281;2484;2244;475;453;1981;3856;1711
cds2804-hypothetical-protein;820;127;1948;2218;734;646;2708;6996;2087
cds2805;709;160;1657;1893;455;503;1861;4567;1828
cds2806;54;2;157;243;45;36;165;404;167
cds2807-DUF3727-domain-containing-protein;1394;510;2824;989;221;220;768;1367;781
cds2808;253;28;723;786;299;275;779;1539;937
cds2809-glutamate-5-kinase;479;56;1224;1953;495;433;2038;4534;1691
cds280-tetratricopeptide-repeat-protein;215;39;759;1393;237;264;1247;2940;1079
cds2810-UDP-3-O-(3-hydroxymyristoyl)glucosamine-N-acyltransferase;425;71;1079;1747;337;334;1815;3294;1384
cds2811-3-isopropylmalate-dehydrogenase;396;65;1146;1962;283;389;1577;3563;1495
cds2812-phosphoribulokinase;3168;1010;3997;2029;646;520;2383;5464;1579
cds2813-hypothetical-protein;425;80;831;641;158;133;650;1210;426
cds2814-prepilin-peptidase;307;66;1278;1881;481;453;1930;5760;1584
cds2815-acetyl-CoA-carboxylase-carboxyltransferase-subunit-beta;434;89;1490;1874;508;380;2359;5767;1565
cds2816-hypothetical-protein;141;17;382;513;216;148;520;1309;429
cds2817-Gfo/Idh/MocA-family-oxidoreductase;733;99;2269;2508;750;621;3264;7190;2277
cds2818-fructose-bisphosphate-aldolase-class-II;10503;2715;11043;2956;872;766;2747;5918;1973
cds2819-hypothetical-protein;1311;168;4048;5767;1421;1318;7073;16732;4566
cds281-Holliday-junction-branch-migration-DNA-helicase-RuvB;536;60;1435;1918;453;564;2044;4420;1792
cds2820-threonine-synthase;987;219;2052;2614;752;685;2783;7212;2073
cds2821-MoaD/ThiS-family-protein;295;53;534;781;157;168;694;1386;600
cds2822-hypothetical-protein-WH5701_09445;565;54;1239;1865;409;398;1966;4428;1422
cds2823-ATP-dependent-zinc-metalloprotease-FtsH;1486;525;3465;4055;828;846;4534;10892;3479
cds2824-50S-ribosomal-protein-L32;1167;259;2177;546;115;107;443;870;316
cds2825-hypothetical-protein;524;119;1971;2109;717;604;2685;7996;2187
cds2826-DUF565-domain-containing-protein;192;32;344;743;129;152;605;1631;528
cds2827-HAD-family-hydrolase;321;63;879;1229;268;262;1142;2635;1114
cds2828;45;11;218;258;51;75;209;527;400
cds2829;615;82;1801;2497;819;683;3328;8306;2443
cds282-SsrA-binding-protein-SmpB;640;210;1020;1146;299;301;1225;3276;830
cds2830-MULTISPECIES:-photosystem-II-reaction-center-protein-Ycf12;157;15;360;269;71;84;247;915;154
cds2831-YkgJ-family-cysteine-cluster-protein;402;117;669;642;143;163;776;2077;518
cds2832-TMEM165/GDT1-family-protein;137;20;454;834;215;192;939;2524;682
cds2833-hypothetical-protein;168;39;558;588;140;133;512;1657;551
cds2834;884;191;1335;1185;235;284;1132;2703;1011
cds2835;869;148;1699;2722;568;552;2646;6370;2235
cds2836;2071;368;2135;557;383;350;750;2124;454
cds2837-UbiX-family-flavin-prenyltransferase;618;128;1521;1521;406;400;1653;3878;1274
cds2838;119;14;347;605;148;175;704;2022;580
cds2839-DUF2996-domain-containing-protein;530;107;1210;984;257;222;1090;3223;726
cds283-KpsF/GutQ-family-sugar-phosphate-isomerase;573;77;1599;2252;566;559;2018;4047;1905
cds284;71;4;205;415;68;65;430;759;232
cds2840-magnesium-protoporphyrin-IX-monomethyl-ester-(oxidative)-cyclase;5122;1004;7024;2435;772;692;2733;7994;1960
cds2841;545;118;1351;1832;321;372;1538;3695;1362
cds2842;452;202;729;512;115;108;429;722;370
cds2843-TldD/PmbA-family-protein;771;93;1753;2252;466;480;2288;5941;2154
cds2844-methionyl-tRNA-formyltransferase;441;66;1260;1794;448;455;1906;5346;1471
cds2845-DEAD/DEAH-box-helicase;917;140;2324;2987;829;660;3138;6670;2443
cds2846;240;51;904;1146;290;287;1434;3299;1153
cds2847;450;109;1480;2117;398;372;1837;4742;1426
cds2848;143;16;511;809;208;214;999;2696;694
cds2849-NAD(P)-transhydrogenase-subunit-alpha;107;42;309;632;83;125;587;1662;361
cds2850-NAD(P)-transhydrogenase-subunit-alpha;840;305;2883;2324;665;551;2736;6831;2019
cds2851-2Fe-2S-iron-sulfur-cluster-binding-domain-containing-protein;344;38;691;680;285;200;793;1702;638
cds2852-NAD-dependent-malic-enzyme;562;102;2095;2862;631;624;2852;6523;2345
cds2853-MAPEG-family-protein;343;155;1035;977;218;213;1046;2302;738
cds2854-hypothetical-protein;88;18;276;358;61;77;241;615;179
cds2855-hypothetical-protein;269;32;683;1091;234;254;1232;2280;964
cds2856;259;19;769;1159;274;276;1144;2973;1096
cds2857-ribokinase;353;33;933;1650;268;305;1452;3405;1397
cds2858-hypothetical-protein;604;111;1052;857;213;218;927;1929;635
cds2859;3204;1571;4043;2350;526;543;2366;7053;1828
cds285-ferritin;69;12;244;673;73;90;555;1152;403
cds2860-SulP-family-inorganic-anion-transporter;1676;244;2631;2341;453;445;2079;5200;1605
cds2861-hypothetical-protein;104;19;189;450;48;80;244;516;259
cds2862-gamma-carbonic-anhydrase-family-protein;254;37;632;958;219;242;998;2974;829
cds2863-photosystem-II-protein-Y;63;9;208;322;39;42;163;365;154
cds2864-FADH(2)-oxidizing-methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))--methyltransferase-TrmFO;885;164;1996;2435;478;422;2426;4931;1542
cds2865-carotene-isomerase;642;75;1989;2683;679;639;2757;7189;2280
cds2866-hypothetical-protein;134;33;475;508;172;177;720;1902;407
cds2867-hypothetical-protein;164;13;566;870;217;201;907;2267;716
cds2868-two-component-response-regulator;431;78;1312;1280;383;396;1633;5057;1460
cds2869-hypothetical-protein;861;229;1413;866;136;185;818;1658;723
cds286-ferrous-iron-transporter-FeoB;783;75;1603;3429;615;640;3351;6590;2042
cds287;185;27;333;563;70;72;636;928;359
cds2870-Grx4-family-monothiol-glutaredoxin;3183;446;3014;607;119;118;498;1030;381
cds2871-MULTISPECIES:-BolA-family-transcriptional-regulator;804;224;1266;636;192;230;847;2148;499
cds2872-hypothetical-protein;326;82;1132;1320;275;300;1461;3810;991
cds2873-1-acyl-sn-glycerol-3-phosphate-acyltransferase;452;85;1576;2137;493;438;2095;4918;1520
cds2874-pyridoxine-5'-phosphate-synthase;232;45;612;1107;204;210;947;2221;887
cds2875-DUF2488-family-protein;147;26;462;441;141;100;608;1253;414
cds2876-hypothetical-protein;271;75;879;342;98;111;319;552;339
cds2877-hypothetical-protein;498;96;1052;830;129;124;695;1548;552
cds2878-serine/threonine-protein-phosphatase;343;55;882;1084;221;276;964;2036;875
cds2879;544;30;1655;2024;474;558;2050;4625;2039
cds2880;508;59;1459;2486;580;544;2522;6045;2073
cds2881;459;41;1703;2518;586;533;2460;5754;2271
cds2882;109;17;391;548;122;174;549;1080;596
cds2883;415;30;1116;1746;374;398;1704;3808;1826
cds2884;284;30;965;1412;418;353;1814;5026;1288
cds2885-hypothetical-protein;715;147;2403;2755;792;725;3254;8307;2792
cds2886-glutamine-synthetase;1210;234;2925;3837;699;742;3698;8233;2798
cds2887-hypothetical-protein;495;93;817;943;224;234;838;1894;849
cds2888-mannose-6-phosphate-isomerase;237;86;807;723;136;138;717;1356;517
cds2889-DEAD/DEAH-box-helicase;15637;3377;27044;4750;2410;1331;6035;14877;3656
cds288-MULTISPECIES:-hypothetical-protein;118;16;338;519;96;98;379;690;306
cds2890-hypothetical-protein;126;36;455;428;121;115;513;1359;381
cds2891-hypothetical-protein;905;222;2098;344;88;97;458;798;199
cds2892;528;186;1125;545;92;106;482;1380;267
cds2893;907;359;2906;1153;385;252;1571;3592;850
cds2894-ABC-transporter-ATP-binding-protein;1028;200;3138;2781;602;654;2823;6098;2377
cds2895-chromosome-partitioning-protein-ParB;260;18;699;1020;228;213;979;2649;822
cds2896-LytR-family-transcriptional-regulator;599;199;1445;1785;375;350;1978;4867;1281
cds2897;251;19;626;1150;198;225;1009;2443;993
cds2898-PsbP;802;151;1355;1341;232;232;1267;2584;990
cds2899;87;13;243;307;37;40;256;371;263
cds289-ferritin;200;14;340;649;96;111;519;1014;421
cds28-shikimate-kinase;277;31;750;1297;224;241;1032;2408;933
cds290;101;13;234;368;73;75;333;629;328
cds2900;140;61;263;397;77;76;354;586;398
cds2901-lipoyl-synthase;350;61;1130;1618;423;341;2003;4904;1476
cds2902-hypothetical-protein;214;46;387;464;55;73;331;748;234
cds2903;120;17;229;421;56;77;291;379;371
cds2904-phycobilisome-linker-polypeptide;3594;1626;5117;1875;291;373;1555;4081;1316
cds2905-hypothetical-protein;775;157;1557;618;84;101;414;1070;337
cds2906-hypothetical-protein;267;99;603;473;93;102;536;1067;444
cds2907;165;9;222;436;84;85;251;429;346
cds2908;1201;215;2612;3451;682;655;2846;6268;2259
cds2909;438;58;994;1587;308;379;809;1698;791
cds291;152;10;484;734;161;165;836;2134;539
cds2910-DUF805-domain-containing-protein;259;58;477;553;75;87;434;939;388
cds2911-DUF1350-domain-containing-protein;296;33;923;1038;249;256;1251;2841;920
cds2912-peroxiredoxin;280;36;562;973;191;136;925;2057;623
cds2913-3'-5'-exonuclease;340;39;1210;1915;478;460;2149;6048;1312
cds2914-hypothetical-protein;200;38;591;669;108;113;585;1316;486
cds2915-Na/Pi-cotransporter;567;43;1626;2894;518;534;2417;5719;2295
cds2916-hypothetical-protein-WH5701_08804;78;10;215;243;56;59;190;491;261
cds2917-magnesium/cobalt-transporter-CorA;292;9;849;1512;250;275;1204;2352;1097
cds2918;178;31;460;636;146;117;714;1379;356
cds2919-hypothetical-protein-SYNGFB01_03960,-partial;144;13;363;620;87;82;531;1394;487
cds2920;143;11;361;669;107;131;766;1518;473
cds2921-alpha/beta-hydrolase;304;50;1271;1349;378;379;2392;4930;1046
cds2922-1-acyl-sn-glycerol-3-phosphate-acyltransferase;427;71;804;1095;178;234;1201;2699;756
cds2923;49;2;71;257;29;56;157;356;208
cds292-3-deoxy-manno-octulosonate-cytidylyltransferase;622;80;1417;2122;579;525;2213;5503;1919
cds2924;103;1;326;462;101;111;435;1069;371
cds2925;169;32;400;574;99;129;740;2017;368
cds2926;220;32;498;538;230;162;1163;2129;270
cds2927-Nif11-like-leader-peptide-family-natural-product-precursor;72;21;182;247;66;50;239;815;216
cds2928;338;78;928;1162;350;283;1197;3185;755
cds2929-CHAD-protein;403;40;944;1633;269;372;1391;3083;1064
cds2930-hypothetical-protein;107;17;469;703;130;163;604;1512;600
cds2931-hypothetical-protein;85;20;228;332;46;62;287;541;334
cds2932-hypothetical-protein;254;49;770;654;243;220;1109;2346;708
cds2933-ATP-binding-cassette-domain-containing-protein;349;32;1090;1473;335;370;1411;3242;1390
cds2934-NUDIX-domain-containing-protein;136;27;478;703;165;185;844;2204;665
cds2935-NAD(P)-dependent-alcohol-dehydrogenase;1040;184;2099;2099;432;489;1944;4886;1684
cds2936-DUF4334-domain-containing-protein;172;24;634;764;181;207;1071;2725;631
cds2937-sensory-protein;1294;338;3319;1106;257;265;978;2057;858
cds2938-hypothetical-protein;236;62;440;412;102;102;523;1454;329
cds2939-hypothetical-protein;121;17;428;562;134;83;515;1323;503
cds293-diadenosine-tetraphosphate-hydrolase;265;27;962;993;337;302;1406;2969;1127
cds2940-tetratricopeptide-repeat-protein;353;98;783;1007;212;210;986;1707;595
cds2941-arylsulfatase;2680;633;4352;4530;1181;1098;4784;11553;3210
cds2942;3093;1165;21459;582;3005;1718;734;1353;408
cds2943-cupin;270;97;918;1118;302;231;1431;3758;1077
cds2944;207;48;1025;1072;218;236;945;2820;825
cds2945-peptide-methionine-(S)-S-oxide-reductase-MsrA;437;78;1253;1369;271;343;1680;3514;1280
cds2946-hypothetical-protein;269;54;824;589;223;233;948;2671;653
cds2947-ABC-transporter-ATP-binding-protein;717;104;2147;3258;577;666;3326;6740;2871
cds2948-DUF3288-family-protein;205;24;639;938;249;202;1090;2573;940
cds2949-anthranilate-phosphoribosyltransferase;387;51;1347;1812;552;524;2313;5597;2034
cds294-glycosyltransferase-family-2-protein;320;36;963;1555;364;408;1743;4598;1292
cds2950-carbamoyl-phosphate-synthase-small-subunit;560;69;1362;1856;448;533;1526;4207;1576
cds2951-anti-sigma-factor-antagonist;750;116;735;715;92;106;533;1175;426
cds2952-ribonuclease-III;157;24;342;731;109;155;665;1521;487
cds2953-23S-rRNA-(guanosine(2251)-2'-O)-methyltransferase-RlmB;1022;172;2700;3472;874;825;3634;9685;3281
cds2954-DUF1816-domain-containing-protein;146;32;433;473;83;97;418;1281;461
cds2955-Asp-tRNA(Asn)/Glu-tRNA(Gln)-amidotransferase-subunit-GatA;716;96;1887;2208;584;546;2399;5817;2045
cds2956-DNA-polymerase-III-subunit-alpha;1601;246;3830;6064;1003;1282;5326;12523;4473
cds2957-DUF3464-family-protein;164;42;310;533;99;113;450;887;425
cds2958-30S-ribosomal-protein-S15;1003;241;1300;561;72;71;473;815;403
cds2959-Holliday-junction-branch-migration-protein-RuvA;303;43;1002;1258;323;327;1304;2539;941
cds295-glycosyltransferase-family-1-protein;513;69;1411;1984;496;528;2177;5526;1950
cds296;422;54;780;1621;276;285;1758;3270;923
cds2960;143;22;406;722;122;142;584;1611;646
cds2961-glutamate-decarboxylase;892;131;1848;2506;533;564;2443;5841;1995
cds2962-DMT-family-transporter;474;71;1498;2066;507;598;2703;6902;1964
cds2963-DNA-primase;929;80;1926;3741;671;764;3162;6696;2638
cds2964-hypothetical-protein;542;149;962;470;154;189;772;2256;348
cds2965;196;23;443;892;120;131;820;1354;354
cds2966;97;12;253;456;65;68;358;778;277
cds2967;191;19;505;904;92;93;698;1101;477
cds2968;85;8;208;363;30;37;293;494;171
cds2969;125;24;385;634;96;126;633;1270;362
cds297;802;55;1122;1268;160;174;1138;1747;647
cds2970;378;44;1025;2053;336;451;2008;3947;1479
cds2971;351;83;962;1202;1641;1559;1567;4041;1162
cds2972-hypothetical-protein;156;23;432;549;99;99;570;1582;518
cds2973;368;44;1294;2152;443;405;2433;5648;1681
cds2974-hypothetical-protein;134;31;596;812;227;171;989;2505;579
cds2975;1532;297;2310;867;392;330;1653;3004;697
cds2976;3480;795;4656;660;275;233;836;1301;667
cds2977-GlsB/YeaQ/YmgE-family-stress-response-membrane-protein;447;132;1386;1179;328;287;1111;3275;767
cds2978-hypothetical-protein;175;18;541;970;151;163;834;2030;843
cds2979-IS3-family-transposase;346;23;855;1655;334;290;1310;2650;1167
cds2980;251;25;505;529;142;123;571;1343;431
cds2981;157;15;304;343;109;123;599;1359;267
cds2982-NYN-domain-containing-protein;2552;244;3070;1033;389;339;1343;3163;620
cds2983-hypothetical-protein;112;9;225;390;82;95;308;750;344
cds2984-ribonucleoside-triphosphate-reductase,-adenosylcobalamin-dependent;1608;228;2664;3723;640;802;3663;7240;2896
cds2985-peptide-chain-release-factor-3;1639;462;3357;3423;693;598;3171;6783;2563
cds2986-hypothetical-protein;398;124;905;623;150;128;592;962;423
cds2987-hypothetical-protein;634;121;1685;1836;682;619;2255;6825;1832
cds2988-Hsp33-family-molecular-chaperone-HslO;355;112;1038;1251;247;231;1230;2834;1070
cds2989-ABC-transporter-ATP-binding-protein;202;64;722;1028;238;227;1099;2771;919
cds298-multidrug-ABC-transporter-ATP-binding-protein;3034;275;3187;2638;382;416;2742;5039;1474
cds299;2049;167;2910;1829;499;454;3052;7465;1163
cds2990-DUF3531-family-protein;422;159;974;1089;171;226;1057;1860;791
cds2991-16S-rRNA-(uracil(1498)-N(3))-methyltransferase;211;47;733;1147;235;260;1088;2812;1047
cds2992;1150;84;1630;1033;297;279;1114;2347;932
cds2993-DUF92-domain-containing-protein;328;30;1119;1622;330;314;1439;3702;1295
cds2994-sigma-70-family-RNA-polymerase-sigma-factor;322;29;673;1405;271;271;1149;2924;1231
cds2995-arylesterase;388;69;1224;2074;461;431;2113;6159;1713
cds2996;206;30;674;1266;251;194;1203;3158;1073
cds2997;488;71;1690;2457;759;652;2580;8595;2665
cds2998-ATP-binding-cassette-domain-containing-protein;216;29;767;967;280;295;1104;2513;981
cds2999-hypothetical-protein;163;73;383;362;79;97;244;483;408
cds29-chlororespiratory-reduction-protein-7;130;22;434;596;132;113;568;1356;407
cds2-transposase;552;35;1133;2161;368;440;1555;2954;1599
cds300;739;74;1220;2020;309;357;2001;4600;1154
cds3000-putative-selenate-ABC-transporter-substrate-binding-protein;949;143;1574;1704;326;409;1494;4030;1262
cds3001-pyridoxal-phosphate-dependent-aminotransferase;665;116;1960;2369;601;644;2772;7045;2155
cds3002-uracil-DNA-glycosylase;308;26;835;1183;271;314;1411;3325;1029
cds3003-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate-synthase;579;148;1388;2216;369;376;2228;5001;1917
cds3004-PDZ-domain-containing-protein;5322;1609;7670;2857;826;724;2903;6799;2081
cds3005-hypothetical-protein;385;59;629;414;48;86;370;871;206
cds3006-transcription-repair-coupling-factor;2069;382;5112;6462;1866;1826;7413;18164;5902
cds3007-hypothetical-protein;265;20;813;1089;198;281;970;1773;1003
cds3008-hypothetical-protein;273;26;646;1091;253;259;1221;2968;1125
cds3009-hypothetical-protein;349;35;1027;1752;372;351;2073;5328;1549
cds301;768;116;1920;2778;735;625;3867;8256;2084
cds3010-hypothetical-protein;188;20;528;714;211;229;918;1950;610
cds3011-TMEM165/GDT1-family-protein;184;22;746;1189;321;284;1266;3637;963
cds3012;91;11;361;519;156;151;788;1848;342
cds3013-hypothetical-protein;418;85;1323;1793;405;359;2176;4572;1478
cds3014;53;12;249;450;112;65;455;1204;310
cds3015-Binding-protein-dependent-transport-systems-inner-membrane-component;366;61;1269;1524;430;380;1783;6118;1470
cds3016-2-isopropylmalate-synthase;830;127;1860;2791;572;575;2535;5718;2069
cds3017-NYN-domain-containing-protein;2980;776;6286;1661;935;843;1887;4830;1277
cds3018-DUF1957-domain-containing-protein;827;88;1937;2904;606;673;2656;5762;2568
cds3019-universal-stress-protein;290;57;935;934;347;280;1263;3178;807
cds302;827;69;2059;3132;793;813;3839;9045;2942
cds3020-lycopene-cyclase-family-protein;593;119;1652;2322;624;571;2575;6296;1763
cds3021-DNA-gyrase-subunit-A;1696;302;3390;4534;799;934;3935;8206;3334
cds3022-hypothetical-protein;365;73;1362;2002;543;563;2359;5155;2019
cds3023-Proline-rich-region;217;23;717;892;241;243;850;1743;857
cds3024-GuaB3-family-IMP-dehydrogenase-related-protein;597;93;1392;1970;357;351;1801;4479;1482
cds3025-MULTISPECIES:-thioredoxin;3770;743;4337;846;278;208;1346;3123;876
cds3026-LOG-family-protein;1347;387;2236;1862;396;397;1975;4481;1421
cds3027-imidazole-glycerol-phosphate-synthase-subunit-HisH;472;139;1226;1440;429;394;1731;4877;1270
cds3028-methyltransferase-domain-containing-protein;542;117;914;998;154;180;725;1625;743
cds3029-MULTISPECIES:-cytochrome-b6-f-complex-subunit-PetG;157;30;290;265;67;83;223;586;294
cds3030-cytochrome-c;178;9;505;569;171;162;670;1778;566
cds3031-RNA-methyltransferase;263;55;871;1321;272;333;1351;3321;1031
cds3032-serine-hydrolase;622;75;1736;2352;691;629;3235;7475;2032
cds3033-DUF3370-domain-containing-protein;639;116;2474;2672;861;857;3689;7326;2659
cds3034-magnesium-chelatase-ATPase-subunit-I;525;80;1081;1801;268;281;1406;2784;1295
cds3035-crossover-junction-endodeoxyribonuclease-RuvC;158;11;454;820;157;194;942;1779;735
cds3036-5-formyltetrahydrofolate-cyclo-ligase;220;21;525;1102;286;250;1154;3650;807
cds3037-hypothetical-protein-WH5701_07999;272;42;569;802;104;114;658;1361;383
cds3038-hypothetical-protein;1036;151;1524;1212;401;380;1561;4570;1139
cds3039-SufE-family-protein;220;45;789;895;212;182;921;2279;726
cds303-hypothetical-protein;582;78;1261;1587;381;309;2295;4488;1051
cds304;839;98;1937;2789;585;629;2861;6466;2121
cds3040-homoserine-dehydrogenase;474;68;1158;2079;371;381;1722;3719;1812
cds3041-hypothetical-protein;178;15;650;761;243;203;1150;2698;636
cds3042-ABC-transporter-substrate-binding-protein;651;71;1724;2395;519;657;2698;6462;2493
